A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,label
feat:_1,229.0,102.0,feat:_2,feat:_13,feat:_4,73.0,feat:_1,feat:_1,11.0,feat:_1,feat:_2,1.0,1.0,1
feat:_1,74.0,73.0,feat:_2,feat:_7,feat:_4,32.0,feat:_1,feat:_1,2.0,feat:_0,feat:_2,92.0,139.0,1
feat:_1,78.0,166.0,feat:_2,feat:_14,feat:_8,13.0,feat:_1,feat:_1,2.0,feat:_0,feat:_2,32.0,1.0,1
feat:_1,217.0,56.0,feat:_2,feat:_9,feat:_4,2.0,feat:_1,feat:_0,1.0,feat:_1,feat:_2,131.0,219.0,1
feat:_1,193.0,88.0,feat:_1,feat:_3,feat:_5,110.0,feat:_1,feat:_1,8.0,feat:_1,feat:_2,68.0,1.0,1
feat:_0,160.0,85.0,feat:_2,feat:_13,feat:_8,17.0,feat:_1,feat:_1,10.0,feat:_1,feat:_2,64.0,1.0,1
feat:_1,307.0,119.0,feat:_2,feat:_4,feat:_4,98.0,feat:_1,feat:_1,16.0,feat:_0,feat:_2,1.0,231.0,1
feat:_0,205.0,33.0,feat:_2,feat:_8,feat:_4,47.0,feat:_1,feat:_1,12.0,feat:_0,feat:_2,1.0,111.0,1
feat:_1,321.0,177.0,feat:_2,feat:_7,feat:_4,31.0,feat:_1,feat:_1,5.0,feat:_1,feat:_2,69.0,1.0,1
feat:_0,150.0,109.0,feat:_2,feat:_4,feat:_4,93.0,feat:_0,feat:_0,1.0,feat:_1,feat:_1,32.0,1.0,0
feat:_0,4.0,130.0,feat:_2,feat:_11,feat:_4,4.0,feat:_0,feat:_1,2.0,feat:_1,feat:_2,1.0,69.0,0
feat:_1,136.0,46.0,feat:_1,feat:_8,feat:_4,37.0,feat:_1,feat:_0,1.0,feat:_1,feat:_2,1.0,81.0,0
feat:_1,42.0,1.0,feat:_2,feat:_2,feat:_4,14.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,47.0,1.0,0
feat:_1,238.0,118.0,feat:_2,feat:_11,feat:_4,2.0,feat:_1,feat:_1,2.0,feat:_0,feat:_2,69.0,94.0,1
feat:_0,63.0,172.0,feat:_2,feat:_4,feat:_8,3.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,107.0,6.0,0
feat:_0,291.0,46.0,feat:_2,feat:_5,feat:_3,1.0,feat:_1,feat:_0,1.0,feat:_1,feat:_2,32.0,26.0,0
feat:_1,169.0,52.0,feat:_1,feat:_10,feat:_8,2.0,feat:_1,feat:_0,1.0,feat:_1,feat:_2,127.0,1.0,1
feat:_1,72.0,48.0,feat:_1,feat:_9,feat:_4,67.0,feat:_1,feat:_1,7.0,feat:_0,feat:_2,24.0,1.0,1
feat:_1,53.0,90.0,feat:_1,feat:_3,feat:_8,2.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,45.0,50.0,0
feat:_0,98.0,187.0,feat:_1,feat:_1,feat:_1,47.0,feat:_0,feat:_1,2.0,feat:_1,feat:_2,69.0,2.0,0
feat:_1,13.0,4.0,feat:_1,feat:_8,feat:_4,2.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,45.0,132.0,0
feat:_0,32.0,144.0,feat:_2,feat:_9,feat:_4,40.0,feat:_1,feat:_1,7.0,feat:_1,feat:_2,11.0,125.0,1
feat:_1,85.0,46.0,feat:_2,feat:_2,feat:_8,45.0,feat:_1,feat:_1,7.0,feat:_0,feat:_2,69.0,98.0,1
feat:_1,161.0,205.0,feat:_2,feat:_8,feat:_4,101.0,feat:_1,feat:_1,17.0,feat:_0,feat:_2,1.0,213.0,1
feat:_1,87.0,30.0,feat:_2,feat:_11,feat:_4,83.0,feat:_1,feat:_1,3.0,feat:_1,feat:_2,156.0,180.0,1
feat:_0,72.0,26.0,feat:_2,feat:_8,feat:_4,47.0,feat:_0,feat:_1,3.0,feat:_1,feat:_2,69.0,107.0,0
feat:_1,240.0,208.0,feat:_2,feat:_10,feat:_9,131.0,feat:_1,feat:_1,12.0,feat:_0,feat:_2,1.0,158.0,1
feat:_1,266.0,17.0,feat:_2,feat:_7,feat:_4,116.0,feat:_1,feat:_0,1.0,feat:_0,feat:_1,131.0,1.0,0
feat:_1,126.0,47.0,feat:_2,feat:_9,feat:_4,74.0,feat:_1,feat:_1,6.0,feat:_1,feat:_2,32.0,4.0,1
feat:_1,44.0,134.0,feat:_2,feat:_6,feat:_4,46.0,feat:_1,feat:_1,15.0,feat:_0,feat:_2,18.0,68.0,1
feat:_0,90.0,64.0,feat:_1,feat:_8,feat:_4,1.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,38.0,1.0,0
feat:_0,49.0,54.0,feat:_2,feat:_11,feat:_4,49.0,feat:_1,feat:_1,6.0,feat:_0,feat:_2,77.0,194.0,1
feat:_1,98.0,33.0,feat:_2,feat:_6,feat:_4,14.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,69.0,1.0,0
feat:_1,114.0,52.0,feat:_1,feat:_8,feat:_4,26.0,feat:_1,feat:_1,6.0,feat:_1,feat:_2,53.0,218.0,1
feat:_0,4.0,20.0,feat:_2,feat:_8,feat:_8,37.0,feat:_1,feat:_1,3.0,feat:_0,feat:_2,32.0,1.0,1
feat:_0,67.0,40.0,feat:_1,feat:_1,feat:_1,71.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,98.0,1.0,0
feat:_0,135.0,34.0,feat:_2,feat:_8,feat:_4,58.0,feat:_1,feat:_1,6.0,feat:_1,feat:_2,102.0,172.0,1
feat:_0,223.0,93.0,feat:_2,feat:_8,feat:_4,4.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,53.0,1.0,0
feat:_0,172.0,46.0,feat:_2,feat:_8,feat:_4,7.0,feat:_0,feat:_0,1.0,feat:_1,feat:_2,122.0,58.0,0
feat:_0,166.0,73.0,feat:_1,feat:_5,feat:_3,1.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,53.0,21.0,0
feat:_1,117.0,61.0,feat:_2,feat:_3,feat:_5,14.0,feat:_0,feat:_0,1.0,feat:_1,feat:_2,162.0,206.0,0
feat:_1,246.0,42.0,feat:_2,feat:_2,feat:_4,5.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,57.0,1.0,0
feat:_1,103.0,60.0,feat:_1,feat:_6,feat:_4,76.0,feat:_1,feat:_0,1.0,feat:_0,feat:_2,67.0,1.0,0
feat:_0,323.0,12.0,feat:_2,feat:_3,feat:_5,26.0,feat:_1,feat:_0,1.0,feat:_1,feat:_2,88.0,187.0,0
feat:_1,164.0,26.0,feat:_1,feat:_6,feat:_4,73.0,feat:_0,feat:_0,1.0,feat:_1,feat:_2,107.0,1.0,0
feat:_0,35.0,108.0,feat:_2,feat:_3,feat:_8,8.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,24.0,114.0,0
feat:_0,70.0,14.0,feat:_2,feat:_3,feat:_4,9.0,feat:_0,feat:_0,1.0,feat:_1,feat:_1,47.0,1.0,0
feat:_1,26.0,39.0,feat:_1,feat:_10,feat:_2,1.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,32.0,1.0,0
feat:_0,153.0,119.0,feat:_2,feat:_8,feat:_5,76.0,feat:_1,feat:_1,8.0,feat:_1,feat:_2,1.0,201.0,1
feat:_0,134.0,50.0,feat:_2,feat:_11,feat:_4,56.0,feat:_1,feat:_0,1.0,feat:_1,feat:_2,141.0,1.0,0
feat:_1,52.0,100.0,feat:_1,feat:_9,feat:_4,52.0,feat:_1,feat:_1,2.0,feat:_1,feat:_2,24.0,94.0,1
feat:_1,148.0,34.0,feat:_1,feat:_3,feat:_5,14.0,feat:_1,feat:_1,11.0,feat:_1,feat:_2,43.0,27.0,0
feat:_1,242.0,102.0,feat:_2,feat:_8,feat:_4,85.0,feat:_1,feat:_1,8.0,feat:_0,feat:_2,1.0,201.0,1
feat:_0,200.0,85.0,feat:_2,feat:_1,feat:_1,1.0,feat:_0,feat:_1,7.0,feat:_0,feat:_2,1.0,77.0,0
feat:_1,76.0,26.0,feat:_2,feat:_7,feat:_4,14.0,feat:_1,feat:_0,1.0,feat:_1,feat:_1,107.0,1.0,0
feat:_1,198.0,102.0,feat:_2,feat:_14,feat:_8,104.0,feat:_1,feat:_1,7.0,feat:_1,feat:_2,1.0,150.0,1
feat:_1,32.0,1.0,feat:_2,feat:_11,feat:_4,18.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,53.0,2.0,0
feat:_0,220.0,109.0,feat:_2,feat:_11,feat:_4,4.0,feat:_1,feat:_0,1.0,feat:_1,feat:_2,81.0,1.0,1
feat:_0,108.0,138.0,feat:_2,feat:_6,feat:_4,35.0,feat:_1,feat:_0,1.0,feat:_0,feat:_2,53.0,66.0,1
feat:_1,189.0,66.0,feat:_2,feat:_8,feat:_4,26.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,146.0,17.0,0
feat:_0,104.0,17.0,feat:_2,feat:_8,feat:_8,24.0,feat:_1,feat:_0,1.0,feat:_1,feat:_2,151.0,1.0,1
feat:_1,203.0,26.0,feat:_2,feat:_4,feat:_4,37.0,feat:_0,feat:_0,1.0,feat:_1,feat:_2,83.0,1.0,0
feat:_1,37.0,119.0,feat:_2,feat:_9,feat:_8,36.0,feat:_1,feat:_1,8.0,feat:_0,feat:_2,24.0,199.0,1
feat:_1,17.0,209.0,feat:_3,feat:_1,feat:_7,1.0,feat:_0,feat:_0,1.0,feat:_1,feat:_3,143.0,240.0,1
feat:_1,264.0,55.0,feat:_2,feat:_7,feat:_4,43.0,feat:_1,feat:_1,3.0,feat:_1,feat:_2,1.0,16.0,1
feat:_1,12.0,12.0,feat:_1,feat:_4,feat:_4,8.0,feat:_0,feat:_0,1.0,feat:_0,feat:_1,69.0,1.0,0
feat:_0,55.0,63.0,feat:_2,feat:_3,feat:_5,14.0,feat:_1,feat:_1,5.0,feat:_0,feat:_1,24.0,1.0,1
feat:_1,95.0,167.0,feat:_2,feat:_8,feat:_4,58.0,feat:_1,feat:_1,18.0,feat:_0,feat:_2,69.0,159.0,1
feat:_1,139.0,195.0,feat:_2,feat:_6,feat:_4,86.0,feat:_1,feat:_1,6.0,feat:_1,feat:_2,57.0,1.0,1
feat:_0,50.0,158.0,feat:_2,feat:_13,feat:_8,9.0,feat:_1,feat:_1,2.0,feat:_1,feat:_2,24.0,36.0,1
feat:_0,181.0,61.0,feat:_1,feat:_13,feat:_4,73.0,feat:_0,feat:_0,1.0,feat:_1,feat:_2,69.0,63.0,0
feat:_0,269.0,96.0,feat:_2,feat:_4,feat:_8,26.0,feat:_0,feat:_0,1.0,feat:_1,feat:_1,86.0,1.0,0
feat:_1,258.0,73.0,feat:_2,feat:_3,feat:_5,26.0,feat:_1,feat:_0,1.0,feat:_0,feat:_2,1.0,77.0,0
feat:_1,124.0,55.0,feat:_2,feat:_14,feat:_8,26.0,feat:_1,feat:_1,5.0,feat:_0,feat:_2,45.0,224.0,1
feat:_1,142.0,95.0,feat:_2,feat:_9,feat:_4,104.0,feat:_1,feat:_1,3.0,feat:_1,feat:_2,109.0,1.0,1
feat:_0,243.0,82.0,feat:_2,feat:_3,feat:_5,14.0,feat:_0,feat:_0,1.0,feat:_0,feat:_1,170.0,1.0,0
feat:_0,246.0,119.0,feat:_2,feat:_11,feat:_4,14.0,feat:_1,feat:_1,4.0,feat:_1,feat:_2,48.0,1.0,1
feat:_0,95.0,30.0,feat:_2,feat:_14,feat:_8,27.0,feat:_1,feat:_0,1.0,feat:_1,feat:_2,53.0,220.0,1
feat:_1,172.0,192.0,feat:_1,feat:_1,feat:_1,1.0,feat:_0,feat:_1,3.0,feat:_0,feat:_2,53.0,2.0,0
feat:_1,82.0,77.0,feat:_1,feat:_4,feat:_4,11.0,feat:_0,feat:_1,2.0,feat:_1,feat:_2,98.0,45.0,0
feat:_1,306.0,46.0,feat:_2,feat:_2,feat:_4,74.0,feat:_0,feat:_0,1.0,feat:_1,feat:_2,1.0,101.0,0
feat:_0,81.0,27.0,feat:_1,feat:_11,feat:_4,37.0,feat:_1,feat:_1,3.0,feat:_1,feat:_2,24.0,109.0,1
feat:_0,304.0,1.0,feat:_1,feat:_1,feat:_1,1.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,1.0,1.0,0
feat:_0,136.0,85.0,feat:_2,feat:_8,feat:_4,28.0,feat:_1,feat:_1,2.0,feat:_1,feat:_2,121.0,1.0,1
feat:_0,47.0,127.0,feat:_2,feat:_4,feat:_4,37.0,feat:_1,feat:_1,2.0,feat:_0,feat:_2,53.0,83.0,1
feat:_1,208.0,102.0,feat:_2,feat:_8,feat:_5,58.0,feat:_1,feat:_1,7.0,feat:_0,feat:_2,1.0,104.0,1
feat:_0,117.0,187.0,feat:_2,feat:_11,feat:_8,85.0,feat:_1,feat:_1,3.0,feat:_0,feat:_2,1.0,213.0,1
feat:_1,238.0,102.0,feat:_2,feat:_3,feat:_5,6.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,158.0,1.0,0
feat:_1,190.0,140.0,feat:_2,feat:_8,feat:_4,81.0,feat:_1,feat:_1,13.0,feat:_1,feat:_2,1.0,80.0,1
feat:_0,214.0,105.0,feat:_2,feat:_10,feat:_4,85.0,feat:_1,feat:_0,1.0,feat:_1,feat:_2,1.0,206.0,1
feat:_1,72.0,67.0,feat:_1,feat:_8,feat:_8,60.0,feat:_1,feat:_0,1.0,feat:_0,feat:_2,1.0,1.0,1
feat:_0,7.0,12.0,feat:_2,feat:_1,feat:_1,1.0,feat:_0,feat:_1,2.0,feat:_0,feat:_2,53.0,59.0,0
feat:_0,343.0,196.0,feat:_2,feat:_10,feat:_9,1.0,feat:_1,feat:_1,15.0,feat:_0,feat:_2,1.0,204.0,1
feat:_0,48.0,174.0,feat:_2,feat:_8,feat:_8,96.0,feat:_1,feat:_0,1.0,feat:_0,feat:_2,111.0,1.0,1
feat:_1,78.0,1.0,feat:_2,feat:_8,feat:_4,1.0,feat:_0,feat:_0,1.0,feat:_0,feat:_3,65.0,1.0,1
feat:_0,280.0,73.0,feat:_2,feat:_14,feat:_4,123.0,feat:_1,feat:_1,3.0,feat:_1,feat:_2,155.0,178.0,1
feat:_0,23.0,13.0,feat:_3,feat:_13,feat:_1,115.0,feat:_0,feat:_0,1.0,feat:_1,feat:_1,102.0,1.0,1
feat:_1,104.0,26.0,feat:_2,feat:_8,feat:_5,7.0,feat:_1,feat:_0,1.0,feat:_0,feat:_2,113.0,24.0,1
feat:_1,284.0,85.0,feat:_2,feat:_3,feat:_5,26.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,32.0,3.0,0
feat:_1,143.0,44.0,feat:_2,feat:_9,feat:_8,20.0,feat:_1,feat:_1,2.0,feat:_0,feat:_2,86.0,50.0,1
feat:_1,313.0,143.0,feat:_2,feat:_1,feat:_1,125.0,feat:_1,feat:_1,12.0,feat:_1,feat:_2,9.0,94.0,1
feat:_1,185.0,40.0,feat:_2,feat:_9,feat:_4,29.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,38.0,1.0,0
feat:_1,130.0,105.0,feat:_2,feat:_14,feat:_4,84.0,feat:_1,feat:_1,3.0,feat:_0,feat:_2,136.0,8.0,1
feat:_1,143.0,26.0,feat:_1,feat:_8,feat:_4,2.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,86.0,1.0,0
feat:_1,103.0,11.0,feat:_1,feat:_8,feat:_4,37.0,feat:_0,feat:_0,1.0,feat:_1,feat:_2,53.0,1.0,0
feat:_1,6.0,76.0,feat:_2,feat:_9,feat:_4,3.0,feat:_0,feat:_1,2.0,feat:_0,feat:_2,1.0,7.0,0
feat:_1,120.0,48.0,feat:_2,feat:_13,feat:_8,44.0,feat:_1,feat:_1,13.0,feat:_1,feat:_2,160.0,131.0,1
feat:_0,142.0,52.0,feat:_1,feat:_4,feat:_4,31.0,feat:_0,feat:_0,1.0,feat:_1,feat:_2,98.0,1.0,0
feat:_1,174.0,73.0,feat:_2,feat:_2,feat:_4,5.0,feat:_0,feat:_0,1.0,feat:_1,feat:_2,38.0,1.0,0
feat:_1,42.0,123.0,feat:_2,feat:_8,feat:_4,14.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,1.0,1.0,0
feat:_1,151.0,17.0,feat:_2,feat:_2,feat:_8,3.0,feat:_0,feat:_0,1.0,feat:_1,feat:_1,88.0,1.0,0
feat:_1,349.0,210.0,feat:_2,feat:_10,feat:_9,120.0,feat:_1,feat:_1,2.0,feat:_1,feat:_2,1.0,53.0,1
feat:_0,214.0,98.0,feat:_2,feat:_1,feat:_1,1.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,53.0,1.0,0
feat:_1,200.0,66.0,feat:_2,feat:_4,feat:_4,81.0,feat:_1,feat:_1,8.0,feat:_0,feat:_2,49.0,165.0,1
feat:_1,77.0,66.0,feat:_2,feat:_8,feat:_4,28.0,feat:_1,feat:_1,12.0,feat:_1,feat:_2,18.0,186.0,1
feat:_1,37.0,126.0,feat:_2,feat:_7,feat:_4,2.0,feat:_0,feat:_1,2.0,feat:_0,feat:_2,32.0,2.0,0
feat:_1,184.0,10.0,feat:_2,feat:_3,feat:_5,76.0,feat:_0,feat:_0,1.0,feat:_1,feat:_1,136.0,1.0,0
feat:_1,285.0,130.0,feat:_2,feat:_9,feat:_8,127.0,feat:_1,feat:_1,13.0,feat:_0,feat:_2,1.0,138.0,1
feat:_1,163.0,160.0,feat:_2,feat:_14,feat:_4,99.0,feat:_1,feat:_0,1.0,feat:_0,feat:_2,1.0,1.0,1
feat:_1,344.0,139.0,feat:_2,feat:_1,feat:_1,76.0,feat:_0,feat:_1,2.0,feat:_0,feat:_2,20.0,7.0,0
feat:_1,109.0,29.0,feat:_2,feat:_13,feat:_4,29.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,32.0,1.0,0
feat:_0,322.0,92.0,feat:_1,feat:_1,feat:_1,85.0,feat:_0,feat:_0,1.0,feat:_1,feat:_2,1.0,5.0,0
feat:_1,35.0,144.0,feat:_2,feat:_9,feat:_4,37.0,feat:_1,feat:_0,1.0,feat:_0,feat:_2,38.0,189.0,1
feat:_1,298.0,20.0,feat:_2,feat:_1,feat:_1,1.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,48.0,1.0,0
feat:_1,21.0,8.0,feat:_2,feat:_6,feat:_4,2.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,98.0,135.0,0
feat:_0,241.0,128.0,feat:_1,feat:_11,feat:_8,108.0,feat:_1,feat:_1,15.0,feat:_0,feat:_2,1.0,192.0,1
feat:_1,130.0,30.0,feat:_2,feat:_7,feat:_4,25.0,feat:_1,feat:_1,4.0,feat:_1,feat:_2,129.0,1.0,1
feat:_0,72.0,27.0,feat:_2,feat:_3,feat:_4,3.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,47.0,1.0,0
feat:_0,32.0,145.0,feat:_2,feat:_6,feat:_4,3.0,feat:_1,feat:_0,1.0,feat:_0,feat:_2,32.0,1.0,1
feat:_1,206.0,67.0,feat:_2,feat:_1,feat:_1,1.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,1.0,150.0,0
feat:_0,72.0,12.0,feat:_2,feat:_11,feat:_4,20.0,feat:_0,feat:_0,1.0,feat:_0,feat:_1,53.0,1.0,0
feat:_0,76.0,54.0,feat:_2,feat:_5,feat:_3,1.0,feat:_0,feat:_1,2.0,feat:_0,feat:_2,69.0,37.0,0
feat:_1,39.0,20.0,feat:_2,feat:_1,feat:_1,1.0,feat:_0,feat:_1,4.0,feat:_0,feat:_2,114.0,137.0,0
feat:_1,300.0,2.0,feat:_2,feat:_14,feat:_8,2.0,feat:_1,feat:_0,1.0,feat:_0,feat:_2,1.0,200.0,1
feat:_0,133.0,74.0,feat:_1,feat:_14,feat:_8,59.0,feat:_1,feat:_1,2.0,feat:_0,feat:_2,20.0,1.0,1
feat:_0,243.0,151.0,feat:_2,feat:_11,feat:_8,43.0,feat:_1,feat:_0,1.0,feat:_0,feat:_2,8.0,143.0,1
feat:_1,175.0,109.0,feat:_2,feat:_11,feat:_8,93.0,feat:_1,feat:_1,13.0,feat:_1,feat:_2,132.0,150.0,1
feat:_1,268.0,123.0,feat:_1,feat:_8,feat:_4,40.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,53.0,3.0,0
feat:_1,109.0,10.0,feat:_2,feat:_3,feat:_5,1.0,feat:_1,feat:_0,1.0,feat:_1,feat:_2,1.0,1.0,1
feat:_0,95.0,164.0,feat:_1,feat:_6,feat:_4,81.0,feat:_1,feat:_0,1.0,feat:_0,feat:_2,38.0,1.0,0
feat:_1,311.0,122.0,feat:_2,feat:_8,feat:_8,61.0,feat:_1,feat:_1,12.0,feat:_1,feat:_2,1.0,92.0,1
feat:_1,235.0,92.0,feat:_2,feat:_8,feat:_5,99.0,feat:_1,feat:_1,17.0,feat:_0,feat:_2,37.0,160.0,1
feat:_0,222.0,115.0,feat:_2,feat:_4,feat:_4,26.0,feat:_1,feat:_0,1.0,feat:_1,feat:_2,1.0,1.0,1
feat:_1,47.0,54.0,feat:_2,feat:_8,feat:_4,52.0,feat:_1,feat:_1,2.0,feat:_0,feat:_2,32.0,66.0,1
feat:_1,244.0,61.0,feat:_1,feat:_14,feat:_8,115.0,feat:_1,feat:_0,1.0,feat:_1,feat:_2,61.0,1.0,0
feat:_0,112.0,69.0,feat:_1,feat:_8,feat:_4,3.0,feat:_0,feat:_0,1.0,feat:_0,feat:_1,24.0,1.0,0
feat:_1,77.0,169.0,feat:_2,feat:_9,feat:_8,50.0,feat:_1,feat:_1,12.0,feat:_1,feat:_2,100.0,92.0,1
feat:_1,190.0,106.0,feat:_2,feat:_9,feat:_4,3.0,feat:_0,feat:_0,1.0,feat:_1,feat:_2,100.0,7.0,1
feat:_0,163.0,167.0,feat:_2,feat:_1,feat:_1,1.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,65.0,215.0,0
feat:_1,173.0,127.0,feat:_2,feat:_10,feat:_5,39.0,feat:_1,feat:_0,1.0,feat:_1,feat:_1,136.0,1.0,0
feat:_1,84.0,14.0,feat:_1,feat:_8,feat:_4,2.0,feat:_0,feat:_1,3.0,feat:_0,feat:_2,40.0,7.0,0
feat:_1,189.0,119.0,feat:_2,feat:_6,feat:_4,4.0,feat:_1,feat:_0,1.0,feat:_1,feat:_2,142.0,1.0,0
feat:_1,37.0,46.0,feat:_1,feat:_13,feat:_4,47.0,feat:_1,feat:_0,1.0,feat:_1,feat:_2,32.0,21.0,0
feat:_0,84.0,25.0,feat:_2,feat:_9,feat:_4,7.0,feat:_0,feat:_1,2.0,feat:_1,feat:_2,86.0,5.0,0
feat:_1,238.0,18.0,feat:_1,feat:_6,feat:_4,14.0,feat:_1,feat:_1,4.0,feat:_0,feat:_2,69.0,150.0,1
feat:_1,178.0,66.0,feat:_2,feat:_6,feat:_4,43.0,feat:_0,feat:_1,3.0,feat:_1,feat:_2,165.0,1.0,0
feat:_1,209.0,86.0,feat:_2,feat:_9,feat:_4,29.0,feat:_1,feat:_0,1.0,feat:_1,feat:_2,69.0,1.0,0
feat:_1,181.0,74.0,feat:_1,feat:_8,feat:_8,48.0,feat:_1,feat:_1,2.0,feat:_1,feat:_2,63.0,235.0,1
feat:_0,102.0,1.0,feat:_2,feat:_8,feat:_4,1.0,feat:_0,feat:_0,1.0,feat:_0,feat:_3,65.0,1.0,1
feat:_1,114.0,69.0,feat:_1,feat:_13,feat:_4,90.0,feat:_1,feat:_1,2.0,feat:_0,feat:_2,74.0,1.0,1
feat:_1,114.0,194.0,feat:_2,feat:_3,feat:_5,1.0,feat:_0,feat:_0,1.0,feat:_1,feat:_2,62.0,1.0,0
feat:_1,199.0,81.0,feat:_2,feat:_8,feat:_8,109.0,feat:_0,feat:_0,1.0,feat:_1,feat:_2,1.0,1.0,0
feat:_1,156.0,48.0,feat:_2,feat:_2,feat:_4,16.0,feat:_0,feat:_0,1.0,feat:_1,feat:_1,1.0,1.0,0
feat:_1,314.0,197.0,feat:_2,feat:_10,feat:_9,1.0,feat:_1,feat:_1,20.0,feat:_0,feat:_2,50.0,60.0,0
feat:_1,38.0,11.0,feat:_2,feat:_4,feat:_4,8.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,98.0,103.0,0
feat:_1,176.0,63.0,feat:_2,feat:_2,feat:_8,95.0,feat:_0,feat:_0,1.0,feat:_1,feat:_2,101.0,1.0,0
feat:_0,124.0,56.0,feat:_2,feat:_9,feat:_4,7.0,feat:_0,feat:_0,1.0,feat:_1,feat:_2,63.0,36.0,0
feat:_0,182.0,73.0,feat:_1,feat:_6,feat:_4,47.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,63.0,1.0,0
feat:_1,224.0,24.0,feat:_2,feat:_8,feat:_4,10.0,feat:_0,feat:_1,3.0,feat:_0,feat:_2,80.0,115.0,0
feat:_1,130.0,103.0,feat:_1,feat:_8,feat:_5,37.0,feat:_1,feat:_1,9.0,feat:_1,feat:_2,47.0,8.0,1
feat:_0,35.0,137.0,feat:_2,feat:_13,feat:_8,20.0,feat:_1,feat:_1,8.0,feat:_0,feat:_2,30.0,1.0,1
feat:_1,48.0,64.0,feat:_2,feat:_8,feat:_4,47.0,feat:_1,feat:_1,12.0,feat:_1,feat:_2,69.0,200.0,1
