A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,label
feat:_0,307.0,123.0,feat:_2,feat:_6,feat:_8,65.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,1.0,1.0,0
feat:_1,170.0,87.0,feat:_2,feat:_7,feat:_4,58.0,feat:_1,feat:_0,1.0,feat:_1,feat:_2,117.0,1.0,1
feat:_1,207.0,109.0,feat:_2,feat:_3,feat:_5,85.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,73.0,129.0,0
feat:_0,247.0,33.0,feat:_2,feat:_3,feat:_5,52.0,feat:_1,feat:_0,1.0,feat:_1,feat:_2,1.0,94.0,1
feat:_1,214.0,5.0,feat:_1,feat:_8,feat:_4,37.0,feat:_0,feat:_0,1.0,feat:_1,feat:_2,84.0,55.0,1
feat:_1,104.0,17.0,feat:_2,feat:_8,feat:_4,36.0,feat:_1,feat:_1,6.0,feat:_1,feat:_2,106.0,1.0,1
feat:_1,188.0,109.0,feat:_1,feat:_8,feat:_4,37.0,feat:_0,feat:_0,1.0,feat:_1,feat:_2,18.0,1.0,0
feat:_1,54.0,30.0,feat:_1,feat:_8,feat:_8,7.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,98.0,78.0,0
feat:_0,43.0,40.0,feat:_2,feat:_8,feat:_4,1.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,1.0,1.0,0
feat:_1,60.0,38.0,feat:_1,feat:_4,feat:_4,58.0,feat:_1,feat:_1,2.0,feat:_0,feat:_2,63.0,21.0,0
feat:_0,339.0,6.0,feat:_2,feat:_1,feat:_1,1.0,feat:_1,feat:_1,2.0,feat:_0,feat:_2,84.0,50.0,1
feat:_1,58.0,169.0,feat:_2,feat:_3,feat:_4,14.0,feat:_1,feat:_0,1.0,feat:_1,feat:_2,32.0,43.0,0
feat:_1,38.0,146.0,feat:_2,feat:_6,feat:_4,21.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,24.0,101.0,0
feat:_1,13.0,79.0,feat:_2,feat:_3,feat:_4,9.0,feat:_0,feat:_0,1.0,feat:_1,feat:_2,45.0,3.0,0
feat:_1,185.0,59.0,feat:_2,feat:_8,feat:_4,37.0,feat:_0,feat:_0,1.0,feat:_0,feat:_3,38.0,1.0,0
feat:_1,52.0,73.0,feat:_1,feat:_2,feat:_4,28.0,feat:_1,feat:_1,9.0,feat:_1,feat:_2,53.0,2.0,1
feat:_1,158.0,57.0,feat:_2,feat:_8,feat:_4,3.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,102.0,1.0,0
feat:_1,279.0,119.0,feat:_2,feat:_8,feat:_4,26.0,feat:_0,feat:_0,1.0,feat:_1,feat:_2,1.0,82.0,0
feat:_1,77.0,66.0,feat:_2,feat:_1,feat:_1,3.0,feat:_0,feat:_0,1.0,feat:_1,feat:_2,32.0,209.0,0
feat:_0,241.0,133.0,feat:_1,feat:_4,feat:_4,5.0,feat:_0,feat:_1,3.0,feat:_0,feat:_2,65.0,19.0,0
feat:_1,149.0,17.0,feat:_2,feat:_8,feat:_4,43.0,feat:_1,feat:_1,12.0,feat:_0,feat:_2,10.0,118.0,1
feat:_1,68.0,164.0,feat:_2,feat:_9,feat:_4,47.0,feat:_1,feat:_1,2.0,feat:_0,feat:_2,24.0,90.0,1
feat:_1,145.0,56.0,feat:_1,feat:_14,feat:_8,2.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,40.0,2.0,0
feat:_1,294.0,204.0,feat:_2,feat:_1,feat:_1,1.0,feat:_1,feat:_1,2.0,feat:_0,feat:_2,29.0,1.0,0
feat:_1,63.0,17.0,feat:_2,feat:_8,feat:_4,4.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,117.0,1.0,0
feat:_1,247.0,1.0,feat:_2,feat:_8,feat:_5,126.0,feat:_1,feat:_0,1.0,feat:_0,feat:_2,1.0,1.0,1
feat:_0,83.0,169.0,feat:_1,feat:_4,feat:_8,65.0,feat:_0,feat:_0,1.0,feat:_1,feat:_2,3.0,17.0,0
feat:_1,62.0,47.0,feat:_2,feat:_4,feat:_4,3.0,feat:_0,feat:_0,1.0,feat:_1,feat:_2,116.0,1.0,0
feat:_1,49.0,29.0,feat:_1,feat:_8,feat:_4,47.0,feat:_0,feat:_0,1.0,feat:_1,feat:_1,86.0,1.0,0
feat:_1,18.0,151.0,feat:_2,feat:_9,feat:_8,5.0,feat:_0,feat:_1,2.0,feat:_0,feat:_2,38.0,2.0,0
feat:_1,269.0,136.0,feat:_2,feat:_13,feat:_8,124.0,feat:_1,feat:_1,2.0,feat:_1,feat:_2,26.0,180.0,1
feat:_1,40.0,13.0,feat:_2,feat:_11,feat:_4,47.0,feat:_1,feat:_1,3.0,feat:_1,feat:_2,24.0,1.0,1
feat:_1,181.0,33.0,feat:_2,feat:_14,feat:_4,20.0,feat:_1,feat:_1,8.0,feat:_1,feat:_2,111.0,207.0,1
feat:_0,325.0,55.0,feat:_2,feat:_1,feat:_1,99.0,feat:_0,feat:_1,2.0,feat:_0,feat:_2,1.0,11.0,0
feat:_1,176.0,46.0,feat:_2,feat:_13,feat:_8,93.0,feat:_1,feat:_1,4.0,feat:_1,feat:_2,1.0,1.0,1
feat:_1,222.0,154.0,feat:_1,feat:_4,feat:_4,4.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,53.0,1.0,0
feat:_0,280.0,132.0,feat:_2,feat:_10,feat:_5,99.0,feat:_1,feat:_1,7.0,feat:_0,feat:_2,123.0,239.0,1
feat:_1,2.0,123.0,feat:_2,feat:_10,feat:_4,26.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,161.0,1.0,0
feat:_0,83.0,20.0,feat:_1,feat:_1,feat:_1,4.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,38.0,46.0,0
feat:_0,18.0,139.0,feat:_2,feat:_6,feat:_4,34.0,feat:_1,feat:_0,1.0,feat:_1,feat:_2,1.0,1.0,1
feat:_0,274.0,73.0,feat:_2,feat:_8,feat:_4,55.0,feat:_1,feat:_1,9.0,feat:_1,feat:_2,129.0,208.0,1
feat:_1,10.0,70.0,feat:_2,feat:_6,feat:_4,18.0,feat:_0,feat:_1,2.0,feat:_0,feat:_2,24.0,22.0,0
feat:_1,23.0,109.0,feat:_2,feat:_4,feat:_4,14.0,feat:_1,feat:_0,1.0,feat:_0,feat:_2,24.0,1.0,1
feat:_0,79.0,114.0,feat:_2,feat:_11,feat:_4,70.0,feat:_1,feat:_1,11.0,feat:_0,feat:_2,38.0,85.0,1
feat:_1,127.0,55.0,feat:_2,feat:_4,feat:_8,77.0,feat:_1,feat:_1,3.0,feat:_1,feat:_2,64.0,1.0,1
feat:_1,141.0,19.0,feat:_2,feat:_9,feat:_4,8.0,feat:_0,feat:_1,2.0,feat:_0,feat:_2,111.0,198.0,0
feat:_1,174.0,59.0,feat:_1,feat:_4,feat:_1,1.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,38.0,1.0,0
feat:_0,69.0,111.0,feat:_2,feat:_11,feat:_4,60.0,feat:_1,feat:_1,8.0,feat:_0,feat:_2,41.0,202.0,1
feat:_1,66.0,61.0,feat:_2,feat:_3,feat:_4,4.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,53.0,11.0,0
feat:_0,163.0,46.0,feat:_2,feat:_1,feat:_1,1.0,feat:_0,feat:_1,3.0,feat:_1,feat:_2,69.0,51.0,0
feat:_1,134.0,84.0,feat:_2,feat:_6,feat:_4,7.0,feat:_0,feat:_0,1.0,feat:_1,feat:_2,32.0,1.0,0
feat:_1,163.0,73.0,feat:_1,feat:_3,feat:_5,101.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,1.0,2.0,0
feat:_0,24.0,151.0,feat:_1,feat:_11,feat:_8,5.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,111.0,1.0,0
feat:_0,163.0,82.0,feat:_2,feat:_2,feat:_4,65.0,feat:_1,feat:_0,1.0,feat:_1,feat:_2,102.0,1.0,0
feat:_1,190.0,70.0,feat:_2,feat:_3,feat:_5,58.0,feat:_0,feat:_0,1.0,feat:_1,feat:_2,84.0,77.0,0
feat:_1,341.0,164.0,feat:_2,feat:_10,feat:_9,131.0,feat:_1,feat:_1,8.0,feat:_1,feat:_2,5.0,1.0,1
feat:_0,41.0,26.0,feat:_2,feat:_8,feat:_4,22.0,feat:_1,feat:_1,6.0,feat:_1,feat:_2,45.0,6.0,0
feat:_1,43.0,10.0,feat:_2,feat:_11,feat:_4,4.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,69.0,1.0,0
feat:_1,80.0,171.0,feat:_1,feat:_9,feat:_4,23.0,feat:_1,feat:_0,1.0,feat:_1,feat:_2,53.0,94.0,1
feat:_1,207.0,202.0,feat:_2,feat:_9,feat:_4,3.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,107.0,205.0,0
feat:_1,231.0,49.0,feat:_2,feat:_8,feat:_4,37.0,feat:_1,feat:_1,11.0,feat:_0,feat:_2,66.0,212.0,1
feat:_1,89.0,179.0,feat:_2,feat:_11,feat:_8,39.0,feat:_1,feat:_0,1.0,feat:_1,feat:_2,38.0,1.0,1
feat:_1,188.0,104.0,feat:_1,feat:_3,feat:_5,28.0,feat:_0,feat:_0,1.0,feat:_1,feat:_2,149.0,1.0,0
feat:_1,135.0,142.0,feat:_2,feat:_11,feat:_8,94.0,feat:_1,feat:_1,7.0,feat:_0,feat:_2,125.0,71.0,1
feat:_1,103.0,180.0,feat:_2,feat:_13,feat:_4,30.0,feat:_1,feat:_1,23.0,feat:_1,feat:_2,45.0,89.0,1
feat:_1,305.0,43.0,feat:_1,feat:_8,feat:_8,114.0,feat:_1,feat:_0,1.0,feat:_1,feat:_2,69.0,50.0,0
feat:_1,97.0,82.0,feat:_2,feat:_13,feat:_4,17.0,feat:_1,feat:_1,8.0,feat:_0,feat:_2,1.0,223.0,1
feat:_1,56.0,160.0,feat:_2,feat:_8,feat:_4,65.0,feat:_1,feat:_0,1.0,feat:_1,feat:_2,1.0,1.0,1
feat:_1,248.0,102.0,feat:_2,feat:_11,feat:_8,85.0,feat:_1,feat:_1,7.0,feat:_1,feat:_2,148.0,1.0,1
feat:_1,338.0,18.0,feat:_2,feat:_8,feat:_4,16.0,feat:_1,feat:_1,4.0,feat:_1,feat:_2,63.0,1.0,0
feat:_0,92.0,189.0,feat:_2,feat:_11,feat:_8,37.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,98.0,2.0,0
feat:_1,95.0,180.0,feat:_2,feat:_6,feat:_4,65.0,feat:_1,feat:_0,1.0,feat:_1,feat:_1,3.0,1.0,1
feat:_1,257.0,101.0,feat:_1,feat:_9,feat:_4,69.0,feat:_1,feat:_0,1.0,feat:_1,feat:_2,16.0,173.0,1
feat:_1,71.0,46.0,feat:_1,feat:_6,feat:_4,15.0,feat:_0,feat:_0,1.0,feat:_1,feat:_2,38.0,42.0,0
feat:_0,53.0,102.0,feat:_1,feat:_1,feat:_1,1.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,1.0,1.0,0
feat:_1,76.0,21.0,feat:_1,feat:_6,feat:_4,4.0,feat:_1,feat:_0,1.0,feat:_0,feat:_2,63.0,2.0,0
feat:_1,244.0,17.0,feat:_1,feat:_7,feat:_4,14.0,feat:_0,feat:_0,1.0,feat:_1,feat:_2,42.0,1.0,0
feat:_1,197.0,87.0,feat:_2,feat:_2,feat:_5,119.0,feat:_1,feat:_0,1.0,feat:_1,feat:_2,65.0,1.0,0
feat:_0,323.0,205.0,feat:_2,feat:_8,feat:_4,93.0,feat:_1,feat:_1,8.0,feat:_0,feat:_2,1.0,200.0,1
feat:_1,165.0,28.0,feat:_2,feat:_14,feat:_4,33.0,feat:_1,feat:_1,9.0,feat:_1,feat:_2,103.0,203.0,1
feat:_0,15.0,144.0,feat:_2,feat:_6,feat:_4,43.0,feat:_0,feat:_1,11.0,feat:_1,feat:_2,1.0,11.0,0
feat:_1,163.0,21.0,feat:_2,feat:_4,feat:_4,7.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,124.0,181.0,0
feat:_0,92.0,180.0,feat:_2,feat:_6,feat:_4,37.0,feat:_1,feat:_1,13.0,feat:_1,feat:_2,38.0,121.0,1
feat:_1,250.0,52.0,feat:_2,feat:_4,feat:_4,6.0,feat:_1,feat:_0,1.0,feat:_0,feat:_2,53.0,1.0,0
feat:_0,275.0,16.0,feat:_2,feat:_13,feat:_8,11.0,feat:_1,feat:_1,12.0,feat:_1,feat:_2,141.0,7.0,1
feat:_1,35.0,87.0,feat:_1,feat:_3,feat:_4,26.0,feat:_0,feat:_0,1.0,feat:_1,feat:_2,117.0,150.0,0
feat:_0,51.0,73.0,feat:_2,feat:_6,feat:_4,2.0,feat:_1,feat:_0,1.0,feat:_0,feat:_2,32.0,1.0,1
feat:_1,127.0,73.0,feat:_2,feat:_9,feat:_4,20.0,feat:_0,feat:_0,1.0,feat:_1,feat:_2,102.0,42.0,0
feat:_1,9.0,1.0,feat:_1,feat:_6,feat:_4,7.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,18.0,1.0,0
feat:_0,61.0,52.0,feat:_1,feat:_5,feat:_3,1.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,53.0,1.0,0
feat:_0,212.0,11.0,feat:_2,feat:_1,feat:_1,1.0,feat:_0,feat:_1,11.0,feat:_0,feat:_2,69.0,19.0,0
feat:_0,187.0,48.0,feat:_1,feat:_1,feat:_1,1.0,feat:_1,feat:_0,1.0,feat:_0,feat:_2,107.0,1.0,0
feat:_1,225.0,80.0,feat:_2,feat:_9,feat:_4,76.0,feat:_1,feat:_1,15.0,feat:_0,feat:_2,126.0,168.0,1
feat:_1,93.0,70.0,feat:_2,feat:_8,feat:_4,52.0,feat:_1,feat:_1,7.0,feat:_0,feat:_2,65.0,125.0,1
feat:_1,218.0,37.0,feat:_1,feat:_2,feat:_4,37.0,feat:_0,feat:_0,1.0,feat:_1,feat:_2,138.0,1.0,1
feat:_1,231.0,66.0,feat:_1,feat:_3,feat:_8,115.0,feat:_0,feat:_0,1.0,feat:_1,feat:_1,69.0,1.0,0
feat:_1,13.0,10.0,feat:_2,feat:_11,feat:_4,9.0,feat:_0,feat:_1,5.0,feat:_0,feat:_2,53.0,9.0,0
feat:_1,55.0,46.0,feat:_2,feat:_9,feat:_4,37.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,49.0,9.0,1
feat:_0,94.0,40.0,feat:_2,feat:_1,feat:_1,1.0,feat:_1,feat:_0,1.0,feat:_0,feat:_2,24.0,1.0,0
feat:_1,27.0,159.0,feat:_1,feat:_6,feat:_4,4.0,feat:_1,feat:_0,1.0,feat:_0,feat:_2,38.0,105.0,0
feat:_1,317.0,180.0,feat:_2,feat:_4,feat:_8,108.0,feat:_1,feat:_0,1.0,feat:_1,feat:_2,6.0,182.0,1
feat:_1,233.0,114.0,feat:_2,feat:_13,feat:_8,115.0,feat:_1,feat:_1,15.0,feat:_1,feat:_2,130.0,1.0,1
feat:_0,182.0,66.0,feat:_1,feat:_8,feat:_4,58.0,feat:_0,feat:_0,1.0,feat:_1,feat:_2,1.0,3.0,0
feat:_0,83.0,28.0,feat:_2,feat:_11,feat:_4,11.0,feat:_0,feat:_1,2.0,feat:_1,feat:_2,69.0,12.0,0
feat:_1,45.0,150.0,feat:_2,feat:_10,feat:_2,1.0,feat:_1,feat:_0,1.0,feat:_0,feat:_2,1.0,1.0,1
feat:_1,339.0,206.0,feat:_2,feat:_14,feat:_8,129.0,feat:_1,feat:_1,10.0,feat:_1,feat:_2,1.0,150.0,1
feat:_1,246.0,40.0,feat:_1,feat:_9,feat:_4,7.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,1.0,75.0,0
feat:_0,51.0,17.0,feat:_1,feat:_10,feat:_2,26.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,92.0,1.0,0
feat:_1,8.0,2.0,feat:_2,feat:_8,feat:_4,2.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,1.0,1.0,1
feat:_1,213.0,93.0,feat:_1,feat:_4,feat:_4,7.0,feat:_1,feat:_1,11.0,feat:_1,feat:_2,107.0,1.0,1
feat:_0,99.0,57.0,feat:_2,feat:_8,feat:_8,63.0,feat:_1,feat:_0,1.0,feat:_1,feat:_2,117.0,2.0,0
feat:_1,81.0,33.0,feat:_2,feat:_8,feat:_4,14.0,feat:_0,feat:_0,1.0,feat:_1,feat:_1,98.0,1.0,0
feat:_0,265.0,121.0,feat:_2,feat:_11,feat:_4,102.0,feat:_1,feat:_1,4.0,feat:_1,feat:_2,1.0,1.0,1
feat:_1,210.0,26.0,feat:_1,feat:_2,feat:_4,16.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,86.0,4.0,0
feat:_1,79.0,182.0,feat:_2,feat:_8,feat:_4,4.0,feat:_0,feat:_1,3.0,feat:_0,feat:_2,1.0,217.0,0
feat:_1,258.0,89.0,feat:_2,feat:_6,feat:_4,2.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,34.0,50.0,0
feat:_0,29.0,151.0,feat:_2,feat:_2,feat:_4,11.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,24.0,34.0,0
feat:_0,278.0,26.0,feat:_2,feat:_11,feat:_8,63.0,feat:_1,feat:_1,2.0,feat:_0,feat:_2,110.0,145.0,1
feat:_1,290.0,136.0,feat:_2,feat:_8,feat:_8,119.0,feat:_1,feat:_1,10.0,feat:_0,feat:_2,64.0,177.0,1
feat:_0,168.0,76.0,feat:_2,feat:_1,feat:_1,66.0,feat:_0,feat:_1,3.0,feat:_1,feat:_2,69.0,5.0,0
feat:_0,216.0,66.0,feat:_2,feat:_3,feat:_8,6.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,92.0,86.0,0
feat:_1,65.0,164.0,feat:_2,feat:_13,feat:_4,18.0,feat:_1,feat:_0,1.0,feat:_0,feat:_2,32.0,1.0,1
feat:_1,288.0,92.0,feat:_2,feat:_7,feat:_4,4.0,feat:_1,feat:_0,1.0,feat:_1,feat:_2,80.0,1.0,1
feat:_1,235.0,49.0,feat:_2,feat:_8,feat:_4,37.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,1.0,96.0,0
feat:_1,105.0,184.0,feat:_2,feat:_13,feat:_4,14.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,1.0,3.0,0
feat:_1,115.0,37.0,feat:_2,feat:_14,feat:_8,31.0,feat:_1,feat:_0,1.0,feat:_0,feat:_2,1.0,216.0,1
feat:_0,123.0,73.0,feat:_2,feat:_7,feat:_4,64.0,feat:_0,feat:_1,2.0,feat:_1,feat:_2,98.0,11.0,0
feat:_1,97.0,115.0,feat:_2,feat:_8,feat:_4,26.0,feat:_1,feat:_1,4.0,feat:_0,feat:_2,1.0,1.0,1
feat:_1,83.0,29.0,feat:_2,feat:_3,feat:_8,3.0,feat:_0,feat:_0,1.0,feat:_1,feat:_2,77.0,6.0,0
feat:_0,43.0,5.0,feat:_2,feat:_11,feat:_4,26.0,feat:_0,feat:_1,2.0,feat:_0,feat:_2,86.0,136.0,1
feat:_1,299.0,151.0,feat:_2,feat:_3,feat:_5,1.0,feat:_1,feat:_1,12.0,feat:_0,feat:_2,1.0,163.0,1
feat:_1,331.0,70.0,feat:_2,feat:_9,feat:_4,43.0,feat:_1,feat:_1,6.0,feat:_1,feat:_2,18.0,39.0,1
feat:_1,34.0,52.0,feat:_1,feat:_8,feat:_4,54.0,feat:_0,feat:_0,1.0,feat:_1,feat:_2,36.0,7.0,0
feat:_1,107.0,33.0,feat:_2,feat:_11,feat:_4,43.0,feat:_1,feat:_0,1.0,feat:_1,feat:_2,98.0,1.0,1
feat:_0,273.0,87.0,feat:_2,feat:_5,feat:_3,1.0,feat:_1,feat:_0,1.0,feat:_0,feat:_2,32.0,148.0,1
feat:_0,155.0,175.0,feat:_2,feat:_8,feat:_4,47.0,feat:_1,feat:_1,2.0,feat:_0,feat:_2,77.0,20.0,1
feat:_1,88.0,120.0,feat:_1,feat:_2,feat:_4,93.0,feat:_1,feat:_0,1.0,feat:_1,feat:_1,32.0,1.0,1
feat:_1,77.0,169.0,feat:_2,feat:_3,feat:_4,73.0,feat:_1,feat:_1,10.0,feat:_0,feat:_2,17.0,134.0,1
feat:_1,57.0,26.0,feat:_1,feat:_12,feat:_7,20.0,feat:_0,feat:_0,1.0,feat:_1,feat:_2,43.0,3.0,0
feat:_1,270.0,46.0,feat:_2,feat:_8,feat:_4,58.0,feat:_1,feat:_0,1.0,feat:_1,feat:_2,45.0,1.0,0
feat:_1,139.0,185.0,feat:_2,feat:_2,feat:_8,14.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,81.0,1.0,0
feat:_1,149.0,36.0,feat:_1,feat:_8,feat:_4,2.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,58.0,73.0,0
feat:_1,220.0,123.0,feat:_2,feat:_11,feat:_8,118.0,feat:_1,feat:_1,8.0,feat:_1,feat:_2,102.0,6.0,0
feat:_1,285.0,82.0,feat:_2,feat:_6,feat:_4,73.0,feat:_1,feat:_0,1.0,feat:_0,feat:_1,82.0,1.0,1
feat:_0,134.0,85.0,feat:_2,feat:_8,feat:_4,7.0,feat:_0,feat:_1,2.0,feat:_1,feat:_2,11.0,67.0,0
feat:_1,160.0,37.0,feat:_2,feat:_1,feat:_1,1.0,feat:_0,feat:_1,2.0,feat:_0,feat:_2,30.0,20.0,0
feat:_0,86.0,17.0,feat:_2,feat:_11,feat:_8,31.0,feat:_1,feat:_1,2.0,feat:_0,feat:_2,1.0,128.0,1
feat:_0,5.0,72.0,feat:_2,feat:_11,feat:_4,3.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,38.0,1.0,0
feat:_1,85.0,22.0,feat:_2,feat:_8,feat:_4,5.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,32.0,1.0,1
feat:_0,309.0,6.0,feat:_2,feat:_1,feat:_1,1.0,feat:_0,feat:_0,1.0,feat:_1,feat:_1,19.0,26.0,0
feat:_0,47.0,29.0,feat:_2,feat:_11,feat:_4,39.0,feat:_1,feat:_1,2.0,feat:_0,feat:_2,1.0,1.0,1
feat:_1,242.0,79.0,feat:_2,feat:_7,feat:_4,73.0,feat:_0,feat:_0,1.0,feat:_1,feat:_1,131.0,1.0,0
feat:_1,170.0,87.0,feat:_1,feat:_13,feat:_4,37.0,feat:_0,feat:_0,1.0,feat:_1,feat:_2,38.0,1.0,0
feat:_1,189.0,3.0,feat:_1,feat:_7,feat:_5,2.0,feat:_1,feat:_1,2.0,feat:_1,feat:_2,98.0,180.0,1
feat:_1,140.0,40.0,feat:_2,feat:_9,feat:_4,43.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,69.0,1.0,0
feat:_1,65.0,28.0,feat:_2,feat:_8,feat:_8,51.0,feat:_0,feat:_0,1.0,feat:_1,feat:_2,40.0,1.0,1
feat:_1,289.0,8.0,feat:_1,feat:_4,feat:_4,7.0,feat:_1,feat:_1,12.0,feat:_0,feat:_2,124.0,197.0,1
feat:_0,82.0,139.0,feat:_2,feat:_11,feat:_4,110.0,feat:_1,feat:_1,6.0,feat:_1,feat:_2,38.0,1.0,1
feat:_0,276.0,185.0,feat:_2,feat:_3,feat:_5,89.0,feat:_1,feat:_1,10.0,feat:_1,feat:_2,1.0,1.0,1
feat:_1,101.0,13.0,feat:_2,feat:_7,feat:_4,7.0,feat:_1,feat:_1,4.0,feat:_0,feat:_2,92.0,234.0,1
feat:_1,326.0,124.0,feat:_2,feat:_7,feat:_4,124.0,feat:_1,feat:_1,7.0,feat:_1,feat:_2,117.0,167.0,1
feat:_1,62.0,10.0,feat:_2,feat:_2,feat:_8,18.0,feat:_1,feat:_0,1.0,feat:_1,feat:_2,1.0,1.0,1
feat:_0,70.0,136.0,feat:_2,feat:_11,feat:_4,43.0,feat:_1,feat:_1,11.0,feat:_0,feat:_2,24.0,149.0,0
feat:_0,50.0,145.0,feat:_2,feat:_3,feat:_4,2.0,feat:_0,feat:_0,1.0,feat:_0,feat:_2,69.0,150.0,0
feat:_1,79.0,46.0,feat:_2,feat:_11,feat:_4,55.0,feat:_1,feat:_1,4.0,feat:_1,feat:_2,1.0,122.0,1
feat:_1,290.0,214.0,feat:_1,feat:_1,feat:_1,1.0,feat:_1,feat:_0,1.0,feat:_1,feat:_2,1.0,1.0,0
feat:_1,216.0,119.0,feat:_2,feat:_7,feat:_8,78.0,feat:_1,feat:_1,13.0,feat:_1,feat:_2,28.0,1.0,1
feat:_1,9.0,29.0,feat:_2,feat:_7,feat:_4,3.0,feat:_1,feat:_0,1.0,feat:_0,feat:_1,69.0,1.0,0
feat:_0,315.0,125.0,feat:_2,feat:_4,feat:_8,100.0,feat:_1,feat:_1,4.0,feat:_1,feat:_2,32.0,36.0,0
feat:_1,97.0,73.0,feat:_2,feat:_8,feat:_4,31.0,feat:_0,feat:_1,2.0,feat:_0,feat:_2,1.0,23.0,0
feat:_0,134.0,83.0,feat:_2,feat:_3,feat:_5,14.0,feat:_1,feat:_0,1.0,feat:_1,feat:_2,59.0,1.0,0
feat:_1,92.0,18.0,feat:_2,feat:_7,feat:_4,26.0,feat:_0,feat:_0,1.0,feat:_1,feat:_2,38.0,2.0,0
feat:_1,281.0,11.0,feat:_2,feat:_8,feat:_5,126.0,feat:_1,feat:_1,20.0,feat:_0,feat:_2,1.0,233.0,1
feat:_1,260.0,11.0,feat:_1,feat:_13,feat:_8,43.0,feat:_1,feat:_1,9.0,feat:_0,feat:_2,32.0,105.0,1
